allergens,word_embeddings
milk,"[-0.6238800287246704, 0.2180500030517578, 0.2932699918746948, 0.16850000619888306, -0.4878099858760834, 0.13231000304222107, -0.543690025806427, 0.01862099952995777, 0.4487699866294861, 1.3853000402450562, -0.647059977054596, 0.27612999081611633, -0.04118200019001961, 0.10463999956846237, 0.5639899969100952, -0.4563499987125397, 0.03989199921488762, 1.5937999486923218, 0.040477000176906586, 0.13862000405788422, 0.17741000652313232, 0.008029799908399582, 0.09318000078201294, 0.09786800295114517, -0.1157199963927269, -0.45267999172210693, 0.28415998816490173, -0.07467299699783325, 0.2987399995326996, -0.9457700252532959, -0.3977999985218048, 0.23396000266075134, 0.2503400146961212, -0.4770199954509735, 0.3377400040626526, 0.29140999913215637, -0.2253900021314621, -0.21548999845981598, 0.019321000203490257, 0.6285099983215332, -0.029875999316573143, -0.4099000096321106, -0.3782700002193451, 0.25224998593330383, -0.25999999046325684, 0.29677000641822815, -0.3186100125312805, 0.2468699961900711, -0.21344999969005585, -0.05764099955558777, -0.18985000252723694, -0.08198799937963486, -0.2971400022506714, 0.06458999961614609, 0.5144799947738647, -0.5160800218582153, 0.4754599928855896, -0.00549359992146492, -0.292059987783432, -0.2481900006532669, 0.04265899956226349, -0.13030999898910522, 0.586679995059967, 0.6572499871253967, -0.5346999764442444, -0.4840500056743622, 0.29475998878479004, -0.5496799945831299, -0.08910799771547318, -0.04322399944067001, -0.18775999546051025, 0.565850019454956, 0.5626999735832214, -0.2956700026988983, 0.09357599914073944, -0.030206000432372093, 0.33059999346733093, 0.8048700094223022, 0.5783600211143494, -0.9235699772834778, 0.343860000371933, 0.059751998633146286, -0.32328999042510986, -0.025743000209331512, -0.11146000027656555, -0.9787399768829346, 1.4880000352859497, 0.9677500128746033, -0.6533899903297424, 0.4304099977016449, -0.36090001463890076, -0.18605999648571014, -0.20446999371051788, -0.362529993057251, -0.4336099922657013, -0.31384000182151794, -0.45111000537872314, -0.3592900037765503, -0.09322600066661835, -0.07568900287151337, 0.49116000533103943, -0.09478499740362167, -0.2348099946975708, 0.5524100065231323, -0.21855999529361725, -1.289199948310852, 0.3606399893760681, -0.23190000653266907, 0.5271099805831909, -0.04914499819278717, -0.0972210019826889, -0.5591599941253662, -0.42153000831604004, -0.3880600035190582, 0.361299991607666, -0.13303999602794647, 0.03718400001525879, 0.18661999702453613, 0.48691999912261963, 0.7228299975395203, -0.06902600079774857, 0.08982300013303757, -0.03476300090551376, -0.4422999918460846, -0.19718000292778015, -0.19133000075817108, 0.434689998626709, -0.16197000443935394, -0.3412100076675415, 0.11533000320196152, -0.3710800111293793, -0.22533999383449554, 0.17260000109672546, 0.36153000593185425, -0.08100699633359909, 0.28317001461982727, 0.3008899986743927, -0.14057999849319458, -0.49625998735427856, -0.43924999237060547, -1.6938999891281128, -0.1792300045490265, 0.9335399866104126, 0.1941699981689453, -0.29976001381874084, -0.6047899723052979, -0.9011899828910828, 0.12184999883174896, 0.17497000098228455, 0.05446700006723404, 0.7814499735832214, 0.513949990272522, 0.32760000228881836, 0.006444599945098162, -0.6838499903678894, -0.21926000714302063, 0.12744000554084778, -0.25916001200675964, 0.08279000222682953, -0.04798699915409088, -0.3433400094509125, 0.5077700018882751, -0.483460009098053, 0.23135000467300415, -0.32923001050949097, -0.3976599872112274, -0.24829000234603882, -0.903689980506897, 0.04778600111603737, -0.3845199942588806, 0.6405799984931946, -0.2601499855518341, 0.12925000488758087, -0.21061000227928162, -0.19550999999046326, -0.5043100118637085, 0.020986000075936317, 0.07979299873113632, 0.001018199953250587, -0.08490599691867828, 0.13981999456882477, -0.6211100220680237, 0.1766899973154068, -0.32752999663352966, 0.09652499854564667, -0.33278998732566833, 0.02473600022494793, -0.10610999912023544, 0.09491699934005737, -0.3904300034046173, -0.3398999869823456, -0.3008800148963928, -0.11428000032901764, -0.0568230003118515, 0.5331299901008606, -0.06361299753189087, 0.43446001410484314, 0.17207999527454376, 0.004138899967074394, -0.09723199903964996, -0.2875500023365021, 0.3695099949836731, -0.4440999925136566, -0.7154899835586548, -0.10220000147819519, 0.11183000355958939, 0.13770000636577606, 0.3351700007915497, 0.7621399760246277, -0.0790570005774498, 0.1616699993610382, -0.12268000096082687, -0.27257001399993896, 0.07764200121164322, -0.7024099826812744, -0.7387999892234802, -0.2064100056886673, -0.41729000210762024, -0.2784300148487091, 0.4986000061035156, -0.6570900082588196, 0.0260429996997118, 0.05917299911379814, -0.17001000046730042, 0.4096600115299225, 0.34606999158859253, 0.5966600179672241, 0.5837900042533875, -0.7286700010299683, 0.36410999298095703, -0.4812699854373932, -0.15865999460220337, -0.037411000579595566, -0.04205400124192238, -0.3205200135707855, -0.08617699891328812, 0.012500000186264515, 0.08752500265836716, 0.10441000014543533, -0.44027000665664673, -0.6828799843788147, -0.11400999873876572, 0.015558999963104725, -0.4556399881839752, 0.42021000385284424, 0.1545500010251999, -0.13654999434947968, -0.5408599972724915, -0.4688900113105774, 0.13512000441551208, -0.0699089989066124, -0.1350100040435791, 0.31213998794555664, -0.28540998697280884, 0.12070000171661377, 0.7774900197982788, -0.5259000062942505, 0.22564999759197235, -0.27404001355171204, 0.13235999643802643, 0.042169999331235886, -0.017309999093413353, -0.011970999650657177, 0.5260499715805054, -0.28189000487327576, 0.5289000272750854, -0.24039000272750854, 0.12001000344753265, -0.3134300112724304, -0.7269999980926514, 0.40257999300956726, 0.36994001269340515, 0.3695000112056732, 0.17013999819755554, -0.4792500138282776, 0.3413600027561188, 0.005251700058579445, 0.33087998628616333, 0.24372999370098114, 0.7656599879264832, 0.3758400082588196, -0.07226800173521042, 0.30605998635292053, -0.5211399793624878, -0.15466000139713287, 0.600570023059845, 0.6907699704170227, -0.2270199954509735, -0.5107799768447876, 0.3990600109100342, 0.26872000098228455, 0.1126599982380867, 0.1825300008058548, -0.5211600065231323, -0.24462999403476715, 0.19130000472068787, -0.07963299751281738, -0.962440013885498, 0.28477999567985535, 0.2770099937915802]"
dogs,"[-0.5460500121116638, 0.25773999094963074, 0.0939600020647049, -0.5917199850082397, -0.1883700042963028, 0.21211999654769897, -0.16680000722408295, -0.08208499848842621, 0.3610599935054779, 2.2523999214172363, -0.28367000818252563, 0.5232099890708923, -0.5427799820899963, 0.3012099862098694, -0.2167699933052063, 0.09241899847984314, 0.48482999205589294, 1.0577000379562378, 0.0676570013165474, -0.23755000531673431, -0.5387700200080872, -0.018929999321699142, 0.09891299903392792, -0.689079999923706, 0.2585799992084503, -0.22373999655246735, -0.17357000708580017, -0.44527000188827515, 0.161080002784729, -0.35374000668525696, -0.3109300136566162, -0.002563399961218238, -0.1278800070285797, 0.31349998712539673, 0.34940001368522644, 0.4967699944972992, 0.640749990940094, -0.8925399780273438, 0.0199740007519722, 0.6658700108528137, 0.0962740033864975, 0.17011000216007233, -0.13277000188827515, -0.24799999594688416, -0.15192000567913055, -0.2266799956560135, -0.4255099892616272, 0.17542999982833862, 0.26350000500679016, 0.013983000069856644, -0.24536000192165375, 0.3580799996852875, 0.04573100060224533, 0.2512100040912628, -0.1628199964761734, 0.833840012550354, -0.05582299828529358, 0.10752999782562256, -0.5529999732971191, 0.9535700082778931, 0.3767000138759613, -0.13890999555587769, 0.1321299970149994, 0.3823600113391876, 0.09421399980783463, -0.4101400077342987, 0.6296600103378296, 0.010599999688565731, -0.1559000015258789, 0.13815000653266907, -0.07805699855089188, 0.15411999821662903, 0.41207998991012573, -0.04205700010061264, 0.5427500009536743, -0.19617000222206116, 0.00231890007853508, -0.3108200132846832, 0.6032000184059143, -0.3079099953174591, -0.0603800006210804, 0.16520999372005463, -0.4844900071620941, -0.36484000086784363, -0.06789900362491608, -0.5659000277519226, 0.6897299885749817, 0.3414100110530853, 0.7885299921035767, -0.16393999755382538, 0.2025900036096573, 0.1802300065755844, 0.4540899991989136, -0.10911999642848969, -0.21108999848365784, -0.10086999833583832, -0.17326000332832336, -0.5670199990272522, 0.15415999293327332, -0.4821000099182129, 0.11175999790430069, 0.712939977645874, 0.23955999314785004, 0.04070499911904335, 0.6829599738121033, -0.7951099872589111, 0.34272000193595886, -0.21512000262737274, 0.0272000003606081, -0.021547000855207443, 0.46108001470565796, 0.07523500174283981, 0.4711199998855591, -0.6755499839782715, 0.15059000253677368, -0.0011642000172287226, -0.10324999690055847, -0.09157399833202362, -0.09839800000190735, -0.0449570007622242, 0.034442998468875885, 0.20967000722885132, 0.5861799716949463, -0.9673100113868713, -0.05406399816274643, -0.2996000051498413, 0.3625899851322174, -0.06124600023031235, -0.4164400100708008, -0.04757799953222275, -0.10014999657869339, 0.04359399899840355, -0.2293200045824051, 0.30831998586654663, 0.18021999299526215, -0.31442001461982727, -0.12030000239610672, 0.20547999441623688, 0.7346400022506714, 0.0179469995200634, -2.0179998874664307, -0.8059800267219543, 0.5209400057792664, 0.6758300065994263, 0.6419500112533569, -0.20875999331474304, -0.14470000565052032, 0.5220000147819519, 0.13529999554157257, 0.07974699884653091, 0.15218999981880188, -0.12100999802350998, -0.30972999334335327, 0.045402999967336655, -0.38947001099586487, 0.1463399976491928, -0.2633099853992462, 0.3605799973011017, -0.2606300115585327, -0.6406499743461609, 0.34442999958992004, -0.13211999833583832, -0.1932699978351593, -0.5289199948310852, -0.0023497999645769596, 0.2432200014591217, -0.057704001665115356, -0.45072999596595764, -0.2339099943637848, -0.317220002412796, 0.7645000219345093, 0.3815099895000458, 0.14080999791622162, -0.08492399752140045, 0.1738400012254715, 0.6365399956703186, -0.3391300141811371, 0.5684199929237366, 0.19329999387264252, 0.7749000191688538, 0.19257000088691711, -0.31419000029563904, -0.37738001346588135, -0.11093000322580338, -0.5785199999809265, -0.05826300010085106, 0.3805699944496155, 0.047405000776052475, -0.14659999310970306, -0.4828000068664551, -0.20848999917507172, 0.062293000519275665, -0.29712000489234924, -0.7204599976539612, -0.40529000759124756, 0.636650025844574, 0.08038000017404556, -0.6399499773979187, 0.8571000099182129, -0.24459999799728394, -0.7245399951934814, -0.004116300027817488, -0.14755000174045563, 0.015149000100791454, 0.4023900032043457, 0.29030999541282654, 0.5428299903869629, -0.16696999967098236, 0.5761399865150452, 0.18028999865055084, -0.10268999636173248, 0.16184000670909882, -0.15379999577999115, 0.3474299907684326, -0.45805999636650085, -0.4555400013923645, 0.21478000283241272, 0.47687000036239624, -0.07216800004243851, 0.2888000011444092, 0.36980000138282776, 0.23399999737739563, 0.09043499827384949, -0.6716399788856506, -0.776449978351593, -0.04048899933695793, -0.31345999240875244, 0.35374999046325684, 0.20598000288009644, 0.14305999875068665, -0.5117499828338623, 0.09906099736690521, -0.3474699854850769, -0.35868000984191895, 0.7023500204086304, 0.31784000992774963, 0.08549900352954865, -0.2670699954032898, 0.5768499970436096, -0.5278499722480774, -0.6785100102424622, -0.14524999260902405, -0.5873900055885315, -0.1058799996972084, -0.07454799860715866, 0.24911999702453613, -0.4409700036048889, 0.08739600330591202, -0.4620400071144104, 0.03173299878835678, -0.10792999714612961, 0.22815999388694763, 0.07093600183725357, 0.4476200044155121, -0.028289999812841415, 0.207519993185997, -0.06187000125646591, 0.2957099974155426, -0.046167999505996704, -0.14170999825000763, 0.33348000049591064, -0.5975099802017212, -0.5028600096702576, -0.4197799861431122, -0.134660005569458, 0.5886399745941162, 0.3291800022125244, -0.14122000336647034, -0.3289699852466583, 0.35774001479148865, -0.3067399859428406, 0.8196399807929993, -0.14538000524044037, 0.11128000169992447, 0.13572999835014343, 0.4117000102996826, -0.1571200042963028, 0.3217400014400482, -0.1747100055217743, 0.1989399939775467, 0.036274999380111694, 0.3900499939918518, -0.11405999958515167, -0.47400999069213867, 0.3445099890232086, 0.6409199833869934, 0.35659998655319214, -0.3418799936771393, 0.260919988155365, 0.19896000623703003, -0.10875999927520752, -0.6022999882698059, -0.35361000895500183, -0.0643720030784607, -0.39037999510765076, 0.837149977684021, 0.31815001368522644, -0.1036200001835823, 0.024769999086856842, -0.19941000640392303]"
dust,"[0.23872999846935272, -0.02047700062394142, -0.19800999760627747, -0.19232000410556793, -0.4686200022697449, 0.056178998202085495, -0.2214599996805191, -0.20448000729084015, -0.36449000239372253, 0.8738800287246704, 0.10215000063180923, -0.3365499973297119, -0.1694200038909912, 0.08876100182533264, -0.21087999641895294, 0.1836400032043457, 0.4546400010585785, 1.6291999816894531, -0.6006100177764893, 0.20903000235557556, 0.03110799938440323, 0.07381200045347214, 0.029245000332593918, 0.5607799887657166, 0.11033999919891357, -0.05551299825310707, -0.6847800016403198, 0.13933999836444855, -0.12049999833106995, -0.28314000368118286, 0.09554799646139145, -0.025376999750733376, -0.7930700182914734, -0.008369100280106068, -0.05908000096678734, 0.056662000715732574, 0.03096799924969673, 0.07708799839019775, 0.6054999828338623, -0.29681000113487244, 0.4721899926662445, 0.37549999356269836, -0.46764999628067017, -0.18408000469207764, 0.14353999495506287, -0.7470600008964539, -0.31047001481056213, -0.01915699988603592, -0.3842400014400482, -0.29620999097824097, 0.20785999298095703, 0.21091000735759735, -0.0531110018491745, 0.2955999970436096, -0.24268999695777893, -0.07805799692869186, -0.1391099989414215, -0.18503999710083008, -0.15782000124454498, 0.14722000062465668, 0.10074999928474426, 0.02476399950683117, -0.052101001143455505, 0.17975999414920807, -0.25710999965667725, -0.26693999767303467, -0.09889499843120575, -0.25029000639915466, 0.10826999694108963, 0.7191200256347656, -0.30897998809814453, 0.09160599857568741, -0.3455199897289276, 0.1109199970960617, -0.28108999133110046, -0.08980599790811539, 0.05493700131773949, -0.11997000128030777, 0.4222300052642822, -0.6609500050544739, -0.017544999718666077, 0.6126899719238281, -0.06408199667930603, -0.3453899919986725, 0.15060999989509583, -1.2134000062942505, 0.9555100202560425, 0.8333399891853333, 0.17754000425338745, 1.0462000370025635, 0.11394000053405762, -0.01282699964940548, -0.5773299932479858, -0.01665399968624115, -0.25446999073028564, -0.7235400080680847, 0.2881700098514557, 0.07355999946594238, 0.12337999790906906, 0.1409199982881546, 0.5941200256347656, 0.4232499897480011, -0.39447999000549316, 0.21101999282836914, -0.4506399929523468, -1.344499945640564, 0.0480629988014698, 0.14228999614715576, -0.05750500038266182, 0.04530699923634529, 0.3120500147342682, 0.0903099998831749, 0.4773400127887726, -0.42890000343322754, -0.3490400016307831, 0.36875998973846436, -0.043115001171827316, -0.11382000148296356, -0.3213199973106384, -0.8139700293540955, -0.7172499895095825, -0.14813999831676483, -0.08746399730443954, -0.19857999682426453, -0.1999099999666214, -0.38534998893737793, -0.5007699728012085, -0.026863999664783478, 0.5667600035667419, -0.21939000487327576, -0.38034000992774963, -0.5247099995613098, 0.3874799907207489, 0.22782999277114868, 0.4161899983882904, -0.10062000155448914, -0.4451900124549866, 0.455049991607666, -0.024887999519705772, 0.29043999314308167, -1.7910000085830688, 0.4102199971675873, 0.473690003156662, 0.14816999435424805, 0.05474499985575676, -0.2846600115299225, -0.126010000705719, -0.15519000589847565, -0.061799000948667526, -0.1776600033044815, 0.6210500001907349, -0.19367000460624695, 0.6217700242996216, 0.18371999263763428, -0.36403998732566833, 0.22019000351428986, 0.1746699959039688, 0.3150300085544586, -0.10284999758005142, -0.3306199908256531, 0.09920399636030197, -0.08834400027990341, 0.08584800362586975, 0.4573200047016144, -0.06638900190591812, 0.05531900003552437, -0.19735999405384064, -0.37231001257896423, 0.29714998602867126, 0.12171000242233276, -0.12578000128269196, 0.33792001008987427, -0.04207099974155426, -0.4862399995326996, -0.2731899917125702, 0.3998500108718872, 0.5423099994659424, 0.46424001455307007, 0.1097399964928627, -0.3065899908542633, -0.1423099935054779, -0.047164998948574066, 0.34784001111984253, -0.35405001044273376, 0.09996999800205231, -0.273389995098114, -0.32778000831604004, 0.25734999775886536, 0.5641499757766724, 0.7270699739456177, 0.09026899933815002, -0.6233400106430054, -0.24533000588417053, -0.014626000076532364, -0.14056000113487244, 0.34182998538017273, -0.3393999934196472, -0.028749000281095505, -0.2590700089931488, -0.5313100218772888, 0.12714999914169312, -0.5140699744224548, 0.1260800063610077, -0.18203000724315643, 0.40417999029159546, 0.050457000732421875, 0.18219999969005585, -0.06062300130724907, -0.0031183999963104725, 0.07858599722385406, 0.5100299715995789, 0.027726000174880028, 0.01671599969267845, -0.25064998865127563, 0.3885599970817566, -0.2592499852180481, -0.1033099964261055, -0.19628000259399414, -0.2722899913787842, -0.24860000610351562, -0.13311000168323517, -0.298880010843277, -0.339819997549057, -0.2490600049495697, 0.35565000772476196, -0.04058799892663956, -0.6269500255584717, -0.1150600016117096, -0.7447500228881836, 0.6696799993515015, 0.20759999752044678, 0.10813000053167343, -0.5576300024986267, -0.017503999173641205, 0.3893600106239319, 0.61149001121521, 0.3345400094985962, -0.3383600115776062, 0.17915000021457672, -0.6460300087928772, 0.601859986782074, 0.49702998995780945, 0.2541300058364868, -0.12337999790906906, -0.17527000606060028, 0.18616999685764313, -0.37353000044822693, -0.01090800017118454, 0.5994399785995483, 0.022964999079704285, -0.06873899698257446, -0.9109100103378296, -0.17106999456882477, -0.8857700228691101, -0.15285000205039978, 0.46678999066352844, -0.05931700021028519, 0.025193000212311745, -0.2856599986553192, 0.7157599925994873, -0.3271700143814087, 0.12421000003814697, -0.2840000092983246, -0.32708999514579773, 0.07788500189781189, -0.14531999826431274, -0.03920299932360649, -0.10225000232458115, -0.018126999959349632, 0.0009676999761722982, 0.7082399725914001, 0.12415000051259995, -0.03421600162982941, -0.3643600046634674, 0.11595000326633453, 0.07554999738931656, -0.6035500168800354, 0.19616000354290009, -0.8438400030136108, 0.10589999705553055, 0.0038379000034183264, -0.6249099969863892, 0.06890600174665451, -0.6489099860191345, 0.15299999713897705, -0.5280500054359436, 0.5774999856948853, 0.20663000643253326, 0.02747200056910515, -0.3631199896335602, -0.9398000240325928, 0.05450500175356865, 0.4547399878501892, -0.08473099768161774, -0.23066000640392303, 0.027844000607728958, 0.4394899904727936, -0.05457400158047676, -0.3803499937057495, -0.34689998626708984]"
pollen,"[-0.18268999457359314, 0.30893000960350037, -0.5825099945068359, -0.24427999556064606, -0.011091000400483608, 0.6306999921798706, -0.04035999998450279, 0.22665999829769135, -0.7281500101089478, 0.272350013256073, -0.7390300035476685, 0.12623000144958496, -0.42952001094818115, 0.14190000295639038, 0.2325199991464615, 0.5396299958229065, -0.16535000503063202, 0.8416200280189514, 0.015946000814437866, 0.20050999522209167, 0.5091400146484375, 0.4584900140762329, -0.28700000047683716, 0.6912500262260437, -0.27504000067710876, -0.34988000988960266, -0.25196000933647156, -0.09963999688625336, 0.11715000122785568, -0.26938000321388245, -0.49035000801086426, -0.2618600130081177, 0.049612000584602356, -0.503790020942688, -0.14274999499320984, 0.5034300088882446, 0.16362999379634857, -0.05045099928975105, -0.3964200019836426, -0.3370000123977661, -0.3269599974155426, 0.00401980010792613, -0.47021999955177307, 0.6335899829864502, 0.6141899824142456, 0.27487000823020935, -0.11146999895572662, -0.05743499845266342, -0.17457999289035797, 0.27856001257896423, -0.49476000666618347, -0.32207998633384705, -0.21483999490737915, 0.09965399652719498, -0.005633700173348188, -0.6312000155448914, -0.08140499889850616, 0.17833000421524048, -0.3136099874973297, -0.18681000173091888, 0.678059995174408, 0.09744899719953537, 0.07146000117063522, 0.3615500032901764, 0.42824000120162964, -0.3883399963378906, 0.016820000484585762, 0.11806000024080276, 0.5137699842453003, 0.34843000769615173, -0.764490008354187, 0.5001500248908997, -0.03656800091266632, 0.6047800183296204, 0.2029699981212616, -0.36814001202583313, 0.17128999531269073, 0.6006100177764893, 0.22547000646591187, -0.4149399995803833, 0.06444499641656876, 0.6755800247192383, -0.4339500069618225, 0.30946001410484314, 0.20354999601840973, -1.4730000495910645, 1.0463000535964966, 0.7571700215339661, -0.9589499831199646, 0.9974700212478638, 0.04416099935770035, 0.3439199924468994, 0.29756999015808105, 0.23196999728679657, -0.3531700074672699, -0.35054999589920044, 0.1244100034236908, -0.14751000702381134, -0.1951099932193756, 0.6774899959564209, -0.34053000807762146, 0.4395099878311157, 0.14088000357151031, 0.20562000572681427, 0.23177999258041382, -2.274600028991699, 0.17818999290466309, 0.24216000735759735, 0.6450600028038025, 0.09113200008869171, 0.597819983959198, 0.8215600252151489, -0.0236200001090765, 0.06083099916577339, -0.4572499990463257, 0.5601599812507629, -0.49476000666618347, -0.11344999819993973, 0.10877999663352966, 0.0035200000274926424, -0.6020699739456177, 0.31158000230789185, -0.21583999693393707, -0.5006600022315979, -0.52183997631073, -0.18785999715328217, 0.15342000126838684, -0.09800799936056137, -0.005101399961858988, 0.00942039955407381, -0.3542500138282776, -0.7734599709510803, 0.5939499735832214, 0.1661899983882904, 0.1462399959564209, -0.3989900052547455, 0.03846599906682968, 0.1761000007390976, -0.11298999935388565, 0.2926900088787079, -0.4517099857330322, 0.5452399849891663, 0.3074600100517273, 0.22936999797821045, -0.36362001299858093, 0.20440000295639038, -0.4808900058269501, 0.14885999262332916, -0.548829972743988, 0.07624900341033936, 0.6945000290870667, -0.1912499964237213, 0.25562000274658203, -0.015300000086426735, -0.7500900030136108, 0.03554400056600571, 0.28185001015663147, 0.009491699747741222, -0.3982599973678589, -0.22376999258995056, 0.16816000640392303, -0.4282200038433075, 0.03539599850773811, -0.6517300009727478, 0.3371700048446655, 0.4578999876976013, -0.32249000668525696, 0.14645999670028687, -0.24334000051021576, 0.3969399929046631, 0.1114799976348877, -0.05792099982500076, 0.04245699942111969, 0.1623000055551529, -0.2454500049352646, 0.9571300148963928, 1.020400047302246, 0.27724000811576843, 0.035030998289585114, 0.4485799968242645, 0.04929199814796448, 0.20541000366210938, 0.19832000136375427, 0.2509700059890747, 0.32885000109672546, -0.4483500123023987, -0.7041599750518799, 0.15448999404907227, 0.13003000617027283, 0.30614998936653137, 0.33939000964164734, -0.3807399868965149, -0.3789699971675873, -0.16146999597549438, -0.15559999644756317, 0.30994999408721924, -0.6748999953269958, 0.3437800109386444, -0.014181000180542469, -0.5519000291824341, 0.15871000289916992, -0.724560022354126, -0.023791000247001648, -0.2749499976634979, -0.1315300017595291, -0.002109199995175004, 0.5842999815940857, 0.455020010471344, 0.14643999934196472, -0.16272999346256256, 0.29168999195098877, 0.5707299709320068, 0.2531599998474121, -0.09807000309228897, -0.2924399971961975, -0.2855699956417084, 0.2332099974155426, -0.20135000348091125, -0.37000998854637146, -0.7481799721717834, -0.2425300031900406, -0.6095799803733826, 0.5324900150299072, -0.35455000400543213, 0.40849998593330383, 0.8501200079917908, -0.023576999083161354, 0.3729200065135956, -0.1794700026512146, 0.8911499977111816, 0.37303999066352844, 0.23849999904632568, -0.22605000436306, 0.2615399956703186, 0.0325470007956028, 0.23625999689102173, 0.14072999358177185, -0.254830002784729, 0.11017999798059464, 0.020968999713659286, 0.029817000031471252, -0.251010000705719, -0.15129999816417694, -0.016266999766230583, -0.6345599889755249, 0.22769999504089355, -0.43801000714302063, 0.34804999828338623, 0.6256300210952759, -0.06444499641656876, -0.2245199978351593, -0.15164999663829803, 0.4322899878025055, -1.0836999416351318, -0.1738000065088272, 0.8158400058746338, 0.042080000042915344, -0.32534000277519226, 0.4610700011253357, -0.0010297000408172607, -0.18388999998569489, -0.22423000633716583, 0.09624800086021423, -0.47894999384880066, -0.24289000034332275, 0.6396099925041199, -0.11359000205993652, 0.011278999969363213, -0.4593699872493744, 0.35945001244544983, 0.42322999238967896, 0.14959000051021576, 0.10711999982595444, -0.06868100166320801, 0.030974000692367554, -0.121799997985363, -0.2428700029850006, -0.39079999923706055, -0.26337000727653503, 0.7072799801826477, 0.418040007352829, 0.3113200068473816, -0.4187999963760376, -0.7256199717521667, -0.1600400060415268, 0.7142000198364258, 0.2759599983692169, -1.2818000316619873, 0.2612600028514862, -0.3224799931049347, -0.7145500183105469, 0.7314900159835815, -0.05314699932932854, -0.8590599894523621, -0.3278599977493286, -0.13732999563217163, -0.08553200215101242, -0.018093999475240707, -0.2532399892807007, 0.3170199990272522]"
